name,brewery_type,address_1,city,state_province,postal_code,longitude,latitude,state,zip_code,brewery_id
3 Trails Brewing Co,micro,111 N Main St ,Independence,Missouri,64050,-94.41265,39.122385,Missouri,64050,90
32 North Brewing Co,closed,8655 Production Ave Ste A,San Diego,California,92121-2258,-117.1649842,32.88313237,California,92121,93
34 Degree North Experiment Station,micro,4802 Main St,Shallotte,North Carolina,28470,-78.38636517,33.97270364,North Carolina,28470,94
350 Brewing Co,brewpub,7144 183rd St,Tinley Park,Illinois,60477-3933,-87.79160288,41.55864726,Illinois,60477,95
38Â°-75Â° Brewing,brewpub,2000 Coastal Highway STE 105,Rehoboth Beach,Delaware,19971,-75.090191,38.7074994,Delaware,19971,98
3cross Fermentation Cooperative,micro,4 Knowlton Ave,Worcester,Massachusetts,01603,-71.83057593,42.24364875,Massachusetts,01603,99
3Halves Brewing Co,brewpub,110 E Kansas St,Liberty,Missouri,64068-2374,-94.4190247,39.2461993,Missouri,64068,100
3rd Degree Brewhouse,micro,1625 N Main St,Fuquay Varina,North Carolina,27526,-78.794223,35.5914556,North Carolina,27526,101
3rd Rock Brewing Company,micro,134 Industrial Park Dr,Trenton,North Carolina,28585-9593,-77.36749285,35.06939877,North Carolina,28585,103
3rd Turn Brewing,micro,10408 Watterson Trl,Louisville,Kentucky,40299-3702,-85.56656078,38.19322725,Kentucky,40299,104
4 By 4 Brewing Company,micro,2811 E Galloway St Ste A,Springfield,Missouri,65804-4601,-93.239889,37.147986,Missouri,65804,106
4 Hands Brewing Co,regional,1220 S 8th St,Saint Louis,Missouri,63104-3610,-90.19762012,38.61526593,Missouri,63104,107
4 Stitch Brewing Co,nano,7 192nd St SW,Bothell,Washington,98012,-122.2328187,47.82525617,Washington,98012,109
411 Broadway Ales,planning,,Fresno,California,93721-2801,-119.7088613,36.7295295,California,93721,112
42 North Brewing Company,brewpub,25 Pine St,East Aurora,New York,14052-1827,-78.607989,42.769311,New York,14052,114
4204 Main Street Brewing Co,brewpub,4204 W Main St,Belleville,Illinois,62226,-90.02053343,38.53796122,Illinois,62226,115
47 Hills Brewing Co,brewpub,137 S Linden Ave,South San Francisco,California,94080-6410,-122.4136168,37.64425595,California,94080,117
49th State Brewing Co,micro,248.4 Parks Hwy 5 Mile,Healy,Alaska,99743,-149.017877,63.864759,Alaska,99743,118
49th State Brewing Co - Anchorage,brewpub,717 W 3rd Ave,Anchorage,Alaska,99501-2104,-149.8958196,61.2197366,Alaska,99501,119
4B's Brewery,brewpub,215 W Main St,Cedaredge,Colorado,81413-3339,-107.925782,38.900614,Colorado,81413,120
4kd Crick Brewery,brewpub,211 Carpenter Rd,Defiance,Ohio,43512-1718,-84.341647,41.296252,Ohio,43512,122
4th Tap Brewing Cooperative,micro,10615 Metric Blvd,Austin,Texas,78758-4520,-97.7118913,30.3852024,Texas,78758,123
5 Alarm Brewing Co,micro,211 W Main St,Lake Mills,Iowa,50450,-93.53398788,43.41926615,Iowa,50450,124
5 Lakes Brewing Co.,brewpub,1638 142nd Ave,Dorr,Michigan,49323-9312,-85.70445518,42.72497157,Michigan,49323,125
5 North Brewing Company,brewpub,6501 N Cedar Rd,Spokane,Washington,99208,-117.4328496,47.71758683,Washington,99208,127
5 Rabbit Cerveceria Inc,micro,6398 W 74th St,Chicago,Illinois,60638-6129,-87.6572069,41.7595502,Illinois,60638,128
5 Rights Brewing Co,micro,1514 3rd St,Marysville,Washington,98270,-122.1762906,48.05156015,Washington,98270,129
5 Rivers Brewing LLC,planning,,Spanish Fort,Alabama,36527-3161,-87.9152724,30.6749127,Alabama,36527,130
5 Seasons Brewing Co - Prado,brewpub,5600 Roswell Rd,Sandy Springs,Georgia,30342-1150,-84.3796711,33.9078086,Georgia,30342,131
5 Stones Artisan Brewery,micro,11335 Farm To Market Road 1863,New Braunfels,Texas,78132,-98.232345,29.711365,Texas,78132,133
515 Brewing Co,micro,7700 University Ave,Clive,Iowa,50325-1271,-93.7228408,41.599992,Iowa,50325,134
5150 Brewing At The Brass Tap Rocklin,micro,5150 Commons Dr Ste 101,Rocklin,California,95677-3925,-121.207331,38.8047402,California,95677,135
51st State Brewing Company,brewpub,115 Harding Ave,Kingsford,Michigan,49802-3815,-88.08819,45.808408,Michigan,49802,136
51st Ward Beer Company,contract,323 N Washington St,Westmont,Illinois,60559-1512,-87.981157,41.804494,Illinois,60559,137
54-40 Brewing Company,brewpub,3801 S Truman Rd Ste 1,Washougal,Washington,98671-2589,-122.3269349,45.56577849,Washington,98671,138
550 Brewing,proprietor,119 E Chuska St,Aztec,New Mexico,87410-2110,-107.9950235,36.8213739,New Mexico,87410,139
559 Local Brewing,micro,608 4th St,Clovis,California,93612-1183,-119.7017487,36.82517171,California,93612,140
5770 Brewery,micro,303A W Main St,Teutopolis,Illinois,62467-1355,-88.47806652,39.13142194,Illinois,62467,142
5th Line Brewing Co,micro,1015 E Lincoln Ave Ste 106,Yakima,Washington,98901,-120.4930458,46.61136701,Washington,98901,144
6 & 40 Brewery/Taproom,planning,,Lakewood,Colorado,80215-5548,-105.1100582,39.6311085,Colorado,80215,146
6 Degrees of Separation,brewpub,35 Main St,Ossining,New York,10562-4662,-73.86768188,41.15866213,New York,10562,149
612 Brew,micro,945 Broadway St NE,Minneapolis,Minnesota,55413-1471,-93.2062058,45.000631,Minnesota,55413,152
6th and La Brea,brewpub,600 South La Brea Ave,Los Angeles,California,90036,-118.3440213,34.0730485,California,90036,153
7 Devils Brewing Co,brewpub,247 S 2nd St,Coos Bay,Oregon,97420-1642,-124.2147508,43.36654751,Oregon,97420,154
7 Hills Brewing Company,brewpub,1085 Washington St,Dubuque,Iowa,52001-4932,-90.6635263,42.5045556,Iowa,52001,156
7 Seas Brewing Co,micro,2101 Jefferson Ave,Tacoma,Washington,98402-1519,-122.4390379,47.242614,Washington,98402,159
7 Sins Brewery,micro,10593 W Main Rd,Ripley,New York,14775-9746,-79.7497349,42.24869073,New York,14775,160
7 Sisters Brewing Co,brewpub,181 Tank Farm Rd Ste 110,San Luis Obispo,California,93401-7082,-120.6706375,35.2467278,California,93401,161
"718BrewCafe, LLP",brewpub,718 Market St,Metropolis,Illinois,62960-1634,-88.73129158,37.15373334,Illinois,62960,162
734 Brewing Company,micro,15 E Cross St,Ypsilanti,Michigan,48198,-83.61103475,42.24586784,Michigan,48198,163
7th Settlement Brewery,brewpub,47 Washington St,Dover,New Hampshire,03820-3877,-70.8728379,43.1953787,New Hampshire,03820,164
8 Bit Brewing Company,brewpub,26755 Jefferson Ave Ste F,Murrieta,California,92562-6941,-117.1762542,33.53033448,California,92562,168
841 Brewhouse,brewpub,841 E Milwaukee St,Whitewater,Wisconsin,53190-2126,-88.71427344,42.8323014,Wisconsin,53190,171
8one8 Brewing Company,micro,8951 de Soto Ave,Canoga Park,California,91304-5901,-118.5885323,34.2218019,California,91304,172
8th Street Ale Haus,brewpub,1132 N 8th St,Sheboygan,Wisconsin,53081-3402,-87.71305702,43.75674392,Wisconsin,53081,173
8th Wonder Brewery,micro,2202 Dallas St,Houston,Texas,77003-3519,-95.3559402,29.7487783,Texas,77003,175
903 Brewers,micro,1718 S Elm St,Sherman,Texas,75090-8725,-96.60698055,33.61788732,Texas,75090,176
927 Beer Company,micro,821 Cornwall St,Cambria,California,93428-2434,-121.0985408,35.5666725,California,93428,177
95ate5 Brewpub,brewpub,9585 N Industrial Dr,Saint John,Indiana,46373,-87.46380305,41.44400246,Indiana,46373,178
A Homestead Brew,micro,26685 486th Ave,Valley Springs,South Dakota,57068-7309,-96.49421923,43.51733014,South Dakota,57068,180
Aardwolf Brewing Company,micro,1461 Hendricks Ave,Jacksonville,Florida,32207-8622,-81.6545197,30.3108962,Florida,32207,182
Abbey Brewing Co,contract,1115 16th St,Miami Beach,Florida,33139-2441,-80.1402943,25.7890381,Florida,33139,185
"Abbey Brewing Company, LLC",micro,215 W. Alicante Rd,Santa Fe,New Mexico,87505,-105.9465207,35.66555826,New Mexico,87505,186
Aberrant Ales,brewpub,219 W Grand River Ave,Howell,Michigan,48843,-83.93094539,42.60773722,Michigan,48843,187
Abide Brewing Company,micro,110 Werz Industrial Blvd Ste 130,Newnan,Georgia,30263-5802,-84.76356641,33.40257035,Georgia,30263,188
Abigaile,brewpub,1301 Manhattan Ave,Hermosa Beach,California,90254-3666,-118.4048656,33.8734519,California,90254,189
Able Ebenezer Brewing Company,micro,31 Columbia Cir,Merrimack,New Hampshire,03054-4161,-71.493705,42.851742,New Hampshire,03054,193
Able Seedhouse and Brewery,micro,1121 Quincy St NE,Minneapolis,Minnesota,55413-2773,-93.2510686,44.9993934,Minnesota,55413,194
Abnormal Beer Company,micro,16990 Via Tazon Ste 123,San Diego,California,92127-1649,-117.08575,33.02391,California,92127,196
Abolitionist Ale Works,brewpub,129 W Washington St,Charles Town,West Virginia,25414-1529,-77.8607888,39.28867207,West Virginia,25414,197
Abridged Beer Company,brewpub,100 Lockett Rd,Knoxville,Tennessee,37919-4807,-84.016459,35.932287,Tennessee,37919,198
Absolution Brewing Co,micro,2878 Columbia St,Torrance,California,90503-3808,-118.3378601,33.8431391,California,90503,199
Absolution By the Sea,brewpub,7536 Fay Ave,La Jolla,California,92037-4839,-117.2740167,32.84083388,California,92037,200
Accomplice Beer Company,brewpub,115 W 15th St,Cheyenne,Wyoming,82001-4564,-104.819296,41.130063,Wyoming,82001,201
Acidulous Brewing Company,contract,6712 S Independence St,Littleton,Colorado,80128-4046,-105.1059543,39.5383949,Colorado,80128,202
Acopon Brewing Co,micro,211 W Mercer St,Dripping Springs,Texas,78620-5363,-98.09006208,30.19269957,Texas,78620,203
Acorn Brewing,micro,2105 Meridian Ave E,Edgewood,Washington,98371,-122.2934912,47.23859752,Washington,98371,204
Acoustic Ales Brewing Experiment,closed,1795 Hancock St Ste P1,San Diego,California,92110-2006,-117.1840465,32.74219079,California,92110,205
"Actual Brewing Company, LLC",micro,655 N James Rd,Columbus,Ohio,43219-1837,-82.9080986,39.9868523,Ohio,43219,206
Adam's Northwest Bistro / Twin Rivers Brewing,brewpub,104 N Lewis St,Monroe,Washington,98272-1502,-121.970887,47.85588471,Washington,98272,207
Adelbert's Brewery LLC,micro,2314 Rutland Dr Ste 100,Austin,Texas,78758-5273,-97.7201589,30.3826286,Texas,78758,208
Adirondack Pub and Brewery,micro,33 Canada St,Lake George,New York,12845-1603,-73.71407763,43.41850655,New York,12845,209
Adirondack Toboggan Company Microbrewery,micro,202A W Main St,Gouverneur,New York,13642-1334,-75.47489238,44.33237311,New York,13642,210
AdMerk Corp. Inc.,contract,20 F St NW,Washington,District of Columbia,20001-6700,-77.0094205,38.89742205,District of Columbia,20001,211
Adobe Creek Brewing Company,micro,67 Galli Dr Ste E,Novato,California,94949-5718,-122.5358157,38.07349982,California,94949,212
Aero Craft Brewing,planning,,Denver,Colorado,80212-2199,-104.984696,39.7391428,Colorado,80212,216
Aero Plains Brewing,micro,117 N Handley St,Wichita,Kansas,67203-6114,-97.35071131,37.68455054,Kansas,67203,217
Aeronaut Brewing Company,micro,14 Tyler St,Somerville,Massachusetts,02143-3224,-71.1062676,42.3819723,Massachusetts,02143,218
Aftershock Brewing Co,micro,28822 Old Town Front St Ste 107,Temecula,California,92590-2893,-117.1485306,33.49310382,California,92590,219
Afterthought Brewing Company,micro,844 N Ridge Ave,Lombard,Illinois,60148-1215,-88.02234574,41.90549742,Illinois,60148,220
Against the Grain Brewery,micro,401 E Main St,Louisville,Kentucky,40202-1110,-85.7440377,38.2554568,Kentucky,40202,222
Against the Grain Production Facility,micro,1800 Northwestern Pkwy,Louisville,Kentucky,40203,-85.7767241,38.2658758,Kentucky,40203,223
"Agrarian Ales, LLC",closed,31115 W Crossroads Ln,Eugene,Oregon,97408-9220,-123.1277712,44.18922784,Oregon,97408,225
Aigean Ales,micro,250 Commercial St Ste 2001,Manchester,New Hampshire,03101-1165,-71.46899187,42.9899594,New Hampshire,03101,227
Aiken Brewing Co,brewpub,140 Laurens St SW,Aiken,South Carolina,29801-3848,-81.7228141,33.5603084,South Carolina,29801,228
Airline Brewing Company,micro,22 Mill Ln,Amherst,Maine,04428,-68.3677435,44.8329462,Maine,04428,229
Airways Brewing Co,micro,8611 S 212th St,Kent,Washington,98031-1910,-122.2391026,47.4119802,Washington,98031,230
Airways Brewing Co. Bistro & Beer Garden,brewpub,320 W Harrison St,Kent,Washington,98032,-122.235649,47.382498,Washington,98032,231
Akademia Brewing Company,brewpub,150 Crane Dr,Athens,Georgia,30606-0600,-83.47153754,33.94270289,Georgia,30606,232
Akronym Brewing LLC,micro,58 E Market St,Akron,Ohio,44308,-81.51645882,41.08512193,Ohio,44308,234
Alameda Brewing Co,micro,4736 SE 24th Ave,Portland,Oregon,97202-4787,-122.6412495,45.48882655,Oregon,97202,236
Alameda Brewing Co,micro,4765 NE Fremont St,Portland,Oregon,97213-1724,-122.6136209,45.54849565,Oregon,97213,237
Alameda Island Brewing Company,micro,1716 Park St,Alameda,California,94501-1416,-122.2394506,37.76833631,California,94501,238
Alamo Beer Co,micro,415 Burnet St,San Antonio,Texas,78202-1909,-98.4771638,29.42902321,Texas,78202,239
Alaro Craft Brewery,brewpub,2004 Capitol Ave,Sacramento,California,95811,-121.4811835,38.57323961,California,95811,241
Alaskan Brewing Co.,regional,5429 Shaune Dr,Juneau,Alaska,99801-9540,-134.4918763,58.35681231,Alaska,99801,242
Albia Brewing Co,brewpub,11 Benton Ave E,Albia,Iowa,52531-2032,-92.8073711,41.02718903,Iowa,52531,243
Albion Malleable Brewing Company,brewpub,420 S Superior St,Albion,Michigan,49224,-84.7532755,42.2423188,Michigan,49224,244
Alcatraz Brewing,micro,20 Ocean Vista Ln,Palm Coast,Florida,32137-2743,-81.19287028,29.61781196,Florida,32137,246
Aldus Brewing Company,micro,555 Centennial Ave,Hanover,Pennsylvania,17331-3936,-76.98030009,39.79422185,Pennsylvania,17331,249
Ale Asylum,regional,2002 Pankratz St,Madison,Wisconsin,53704-4024,-89.35416285,43.12046815,Wisconsin,53704,250
Ale House Brewing Co,micro,,San Jose,California,95118-1605,-121.8905833,37.3361905,California,95118,251
Ale Industries,micro,3096 E 10th St,Oakland,California,94601-2960,-122.2281897,37.7761111,California,94601,252
Ale Spike Brewery,micro,1244 N Moore Rd Unit I-1,Camano Island,Washington,98282,-122.4381311,48.25785496,Washington,98282,255
Aleman Brewing,micro,3304 N Knox Ave,Chicago,Illinois,60641-4434,-87.74301213,41.94087994,Illinois,60641,256
Alesatian Brewing Co.,brewpub,21 N Loudoun St,Winchester,Virginia,22601-4715,-78.16559208,39.18446446,Virginia,22601,258
AleSmith Brewing Co,regional,9990 Alesmith Ct,San Diego,California,92126-4200,-117.1495496,32.88858458,California,92126,259
Alesong Brewing and Blending,micro,1000 Conger St Ste C,Eugene,Oregon,97402-2950,-123.2384193,43.85285684,Oregon,97402,260
Alesong Brewing and Tasting Room,micro,1000 Conger Unit C,Eugene,Oregon,97402,-123.2384193,43.85285684,Oregon,97402,261
Alewife Brewing Company,brewpub,514 51st Ave,Long Island City,New York,11101-5879,-73.95625257,40.74232214,New York,11101,263
Alibi Ale Works,micro,204 E Enterprise St,Incline Village,Nevada,89451-9456,-119.9537117,39.24819328,Nevada,89451,265
Align Brewing Co,micro,8680 Miralani Dr,San Diego,California,92126-6300,-117.137429,32.896584,California,92126,267
All Rise Brewing Co,brewpub,235 N Ashland Ave,Chicago,Illinois,60607-1401,-87.6667328,41.8864021,Illinois,60607,268
All-American Ale Works,micro,5120 E La Palma Ave Ste 103,Anaheim,California,92807-2082,-117.8056915,33.85925032,California,92807,270
Allagash Brewing Co,regional,50 Industrial Way,Portland,Maine,04103-1270,-70.3179518,43.7030951,Maine,04103,271
Allegheny City Brewing,micro,507 Foreland St,Pittsburgh,Pennsylvania,15212-4910,-80.00061073,40.45424933,Pennsylvania,15212,272
Allegory Brewing,micro,777 NE 4th St,McMinnville,Oregon,97128-4502,-123.1917806,45.21081917,Oregon,97128,273
Allentown Brew Works,brewpub,812 Hamilton St,Allentown,Pennsylvania,18101-2437,-75.4575021,40.6060468,Pennsylvania,18101,274
Alliance Brewing Company,micro,1130 Sevier Ave,Knoxville,Tennessee,37920,-83.9035469,35.9593516,Tennessee,37920,275
Alligator Brewing / Tall Paul's Brewhouse,micro,10 SE 2nd Ave,Gainesville,Florida,32601-6232,-82.3222523,29.6502615,Florida,32601,276
Alloy Brewing Company,micro,2700 Coon Rapids Blvd NW,Coon Rapids,Minnesota,55433-3955,-93.33543497,45.16953614,Minnesota,55433,277
Alltech's Lexington Brewing,regional,475 Angliana Ave,Lexington,Kentucky,40508-3134,-84.51599645,38.04950651,Kentucky,40508,278
Alluvial Brewing Company,micro,3715 W 190th St,Ames,Iowa,50014-9316,-93.6370387,41.5831617,Iowa,50014,279
Alma Brewing Co,brewpub,208 E Superior St,Alma,Michigan,48801-1819,-84.6588719,43.37888808,Michigan,48801,280
Alma Mader Brewing,micro,2635 Southwest Blvd,Kansas City,Missouri,64108,-94.599389,39.082495,Missouri,64108,281
Almanac Beer Company,micro,651B W Tower Ave,Alameda,California,94501-5047,-122.3062832,37.78344977,California,94501,282
Almost Famous Brewing Company,micro,17 Kripes Rd,East Granby,Connecticut,06026,-72.4224674,41.9581654,Connecticut,06026,283
Aloha Beer Co,brewpub,700 Queen St,Honolulu,Hawaii,96813-5110,-157.857248,21.301249,Hawaii,96813,284
Alosta Brewing Co,micro,692 Arrow Grand Cir,Covina,California,91722-2122,-117.8781466,34.10365026,California,91722,285
Alpenglow Beer Co,contract,,Lafayette,California,94549-4621,-122.1180201,37.8857582,California,94549,286
Alpha Acid Brewing Co,micro,121 Industrial Way Ste 12,Belmont,California,94002-8208,-122.2655717,37.52125155,California,94002,287
Alpha Brewing Co.,micro,4310 Fyler Ave,Saint Louis,Missouri,63116,-90.26236838,38.59861817,Missouri,63116,288
Alpine Beer Company,brewpub,6550 Mira Mesa Blvd,San Diego,California,92121-4100,-117.113975,32.9167796,California,92121,290
Alpine Brewing Co,micro,821 14th Ave,Oroville,Washington,98844,-119.4305306,48.9365877,Washington,98844,291
ALT Brew / Greenview Brewing LLC,brewpub,1808 Wright St,Madison,Wisconsin,53704-2522,-89.33026,43.12576305,Wisconsin,53704,293
Alta Brewing Company,micro,1983 Julian Avenue,San Diego,California,92113-1125,-117.1414712,32.7018758,California,92113,294
Altamont Beer Works,micro,2402 Research Dr,Livermore,California,94550-3850,-121.7210974,37.67839114,California,94550,295
Alternation Brewing Company,micro,1539 S Broadway,Denver,Colorado,80210-2607,-104.9876117,39.68866374,Colorado,80210,297
Altitude Chophouse and Brewery,brewpub,320 S 2nd St,Laramie,Wyoming,82070-3612,-105.5953366,41.31038565,Wyoming,82070,298
Altstadt Brewery,micro,6120 E US Highway 290,Fredericksburg,Texas,78624-2176,-98.8467263,30.2468574,Texas,78624,301
Alvarado Street Brewery,micro,1315 Dayton St Ste E,Salinas,California,93901-4400,-121.6305329,36.64880356,California,93901,302
Alvarado Street Brewery & Grill,brewpub,426 Alvarado St,Monterey,California,93940-2711,-121.8946096,36.59857755,California,93940,303
Amador Brewing Company,micro,9659 Main St,Plymouth,California,95669-9570,-120.849271,38.4808723,California,95669,305
