City_ID,NAME,DP02_0001E,state,place,DP02_0025E
507,"Hawthorne city, California",30039,06,32548,33260
508,"Hayward city, California",48619,06,33000,66840
509,"Ann Arbor city, Michigan",51238,26,03000,53095
510,"Ontario city, California",55819,06,53896,71093
511,"Orange city, California",43291,06,53980,55432
512,"Roseville city, California",57569,06,62938,58819
513,"Glen Burnie CDP, Maryland",27700,24,32650,26837
514,"Simi Valley city, California",45308,06,72016,55116
515,"Kalamazoo city, Michigan",29853,26,42160,29567
516,"Torrance city, California",57584,06,80000,58729
517,"Lakeville city, Minnesota",23868,27,35180,28253
518,"North Port city, Florida",30622,12,49675,33919
519,"Avondale city, Arizona",26611,04,04720,31353
520,"Berkeley city, California",43893,06,06000,51672
521,"San Tan Valley CDP, Arizona",31781,04,64210,38331
522,"Pueblo city, Colorado",47901,08,62000,45353
523,"Peoria city, Illinois",50176,17,59000,40772
524,"Hemet city, California",33486,06,33182,36155
525,"Hesperia city, California",29237,06,33434,39899
526,"Olathe city, Kansas",53285,20,52575,56556
527,"Overland Park city, Kansas",82593,20,53775,78814
528,"Oxnard city, California",50611,06,54652,78297
529,"Fall River city, Massachusetts",40521,25,23000,35667
530,"Palmdale city, California",46650,06,55156,61919
531,"Sacramento city, California",202093,06,64000,212647
532,"Salinas city, California",41871,06,64224,61502
533,"Somerville city, Massachusetts",35015,25,62535,35982
534,"Tracy city, California",28353,06,80238,34500
535,"Orlando city, Florida",130037,12,53000,123753
536,"Palm Bay city, Florida",45145,12,54000,49661
537,"Palm Coast city, Florida",36896,12,54200,39174
538,"Aurora city, Colorado",140003,08,04000,155500
539,"Auburn city, Alabama",29136,01,03076,30228
540,"Norwalk city, Connecticut",36847,09,55990,36809
