name,brewery_type,address_1,city,state_province,postal_code,longitude,latitude,state,zip_code,brewery_id
5th Element Brewing,planning,,Leander,Texas,78641-4009,-97.893362346,30.544304067,Texas,78641,143
5x5 Brewing Co.,planning,,Mission,Texas,78572-6215,-98.326435596,26.216903062,Texas,78572,145
"6 Bears & A Goat Brewing Company, LLC",brewpub,1140 International Pkwy,Fredericksburg,Virginia,22406-1126,-77.549292213,38.392371502,Virginia,22406,147
6 Bridges Brewing,planning,,Johns Creek,Georgia,30097,-84.157329898,34.028487173,Georgia,30097,148
603 Brewery,micro,12 Liberty Dr Unit 7,Londonderry,New Hampshire,03053-2286,-71.380217881,42.867839412,New Hampshire,03053,150
608 Brewing Company,planning,,La Crosse,Wisconsin,54603,-91.248383303,43.846908132,Wisconsin,54603,151
7 Hermits Brewing Company,brewpub,PO Box 3186,Eagle,Colorado,81631-3186,-106.827995669,39.656721042,Colorado,81631,155
7 Locks Brewing,micro,12227 Wilkins Ave,Rockville,Maryland,20852-1833,-77.120222912,39.05014409,Maryland,20852,157
7 Mile Brewery,micro,3156 Route 9 South Ste 1-2,Rio Grande,New Jersey,08242,-74.879574555,39.018524212,New Jersey,08242,158
7th Wave Brewing,micro,120 N Meadows Rd Ste 8,Medfield,Massachusetts,02052-1594,-71.320668951,42.19822306,Massachusetts,02052,165
7venth Sun Brewery,micro,1012 Broadway,Dunedin,Florida,34698-5762,-82.770051007,28.026017129,Florida,34698,166
BLUE RIDGE BREWING,planning,,Malta,Montana,59538,-107.871968567,48.355487183,Montana,59538,167
8-Bit Aleworks,micro,1050 N Fairway Dr Bldg F Ste 10,Avondale,Arizona,85323-5206,-112.321577408,33.426515001,Arizona,85323,169
81Bay Brewing Company,micro,4465 W Gandy Blvd Ste 600,Tampa,Florida,33611-3379,-82.503229675,27.890585682,Florida,33611,170
8th Ward Brewing Company,planning,,Poughkeepsie,New York,12603-3401,-73.882828376,41.679079582,New York,12603,174
9th Hour Brewing Company LLC,planning,,Spring Grove,Illinois,60081-9459,-88.217267191,42.440759553,Illinois,60081,179
A Little Madness Brewing Company,planning,,Pensacola,Florida,32514-8122,-87.206440843,30.523541086,Florida,32514,181
Abandon Brewing,micro,2994 Merritt Hill Rd,Penn Yan,New York,14527-8938,-77.05634915,42.654847171,New York,14527,183
Abandoned Building Brewery,micro,142 Pleasant St Unit 103A,Easthampton,Massachusetts,01027-2805,-72.734012711,42.302961856,Massachusetts,01027,184
Abita Brewing Co,regional,166 Barbee Rd,Covington,Louisiana,70433-8651,-90.103775527,30.464246476,Louisiana,70433,190
Abjuration Brewing,micro,644 Broadway Ave,Mc Kees Rocks,Pennsylvania,15136-3008,-80.079481383,40.473635621,Pennsylvania,15136,191
Able Baker Brewing,micro,1051 Mary Crest Rd #K,Henderson,Nevada,89104,-115.124572354,36.152481072,Nevada,89104,192
Abner's Restaurant Inc / Northern Michigan Beer,brewpub,7528 N Woodbridge (M37),Brohman,Michigan,49312,-85.830222014,43.687785329,Michigan,49312,195
Adroit Theory Brewing Company,micro,404 Browning Ct Unit C,Purcellville,Virginia,20132-6171,-77.714000834,39.151948009,Virginia,20132,213
Adventure Brewing Co,micro,33 Perchwood Dr Ste 101,Fredericksburg,Virginia,22405-4552,-77.433204156,38.318948098,Virginia,22405,214
Adventure South,brewpub,3300 Dill Smith Dr,Fredericksburg,Virginia,22408-7319,-77.464656909,38.244819678,Virginia,22408,215
Against the Grain Beer Garden,planning,,Louisville,Kentucky,40217,-85.739452677,38.217515932,Kentucky,40217,221
Agonic Brewing Company LLC,planning,,Rice Lake,Wisconsin,54868-8786,-91.72754486,45.512118629,Wisconsin,54868,224
Ahnapee Brewery,micro,N9153 Cherry Tree Rd Apt 4,Algoma,Wisconsin,54201-9501,-87.463142834,44.611658567,Wisconsin,54201,226
Akasha Brewing Company,micro,909 E Market St Ste 700,Louisville,Kentucky,40206-1688,-85.701082293,38.257439611,Kentucky,40206,233
Akwesasne Mohawk Casino Resort,planning,,Akwesasne,New York,13655-1800,-74.658795225,44.978597312,New York,13655,235
Alarmist Brewing Co,micro,4055 W Peterson Ave Ste REAR,Chicago,Illinois,60646-6072,-87.764710279,41.999866774,Illinois,60646,240
Albright Grove Brewing Company,planning,,Townsend,Tennessee,37882,-83.778038213,35.689814935,Tennessee,37882,245
"Alcazar Brewery, LLC.",planning,,Rio Grande City,Texas,78582-4450,-98.770074191,26.385887464,Texas,78582,247
Alchemist Cannery,regional,35 Crossroad,Waterbury,Vermont,05676-9003,-72.759069942,44.328812091,Vermont,05676,248
Ale Republic,micro,28 Arroyo Seco,Cedar Crest,New Mexico,87008,-106.37057375,35.121608586,New Mexico,87008,253
Ale Spike,closed,9300 271st St NW Ste B-5,Stanwood,Washington,98292,-122.325600203,48.231850468,Washington,98292,254
Alematic Artisan Ales,planning,,Huber Heights,Ohio,45424-3857,-84.122408876,39.846273834,Ohio,45424,257
Alewerks Brewing Company,micro,197 Ewell Rd,Williamsburg,Virginia,23188-2185,-76.761680768,37.317684106,Virginia,23188,262
Alexandria Brewing Company,micro,7926 Alexandria Pike Ste 1,Alexandria,Kentucky,41001-1454,-84.394667598,38.940416004,Kentucky,41001,264
Alien Brewpub,brewpub,6601 Uptown Blvd NE Ste B,Albuquerque,New Mexico,87110-4207,-106.590515353,35.099392778,New Mexico,87110,266
All Saints Brewing Co,micro,1602 State Route 119,Greensburg,Pennsylvania,15601-7317,-79.534038105,40.298406166,Pennsylvania,15601,269
Alphabet City Brewing Co,contract,96 Avenue C Frnt 4,New York,New York,10009-7055,-73.980779861,40.72586124,New York,10009,289
Alpine Dog Brewing Co,micro,1505 N Ogden St,Denver,Colorado,80218-1405,-104.971877055,39.731240864,Colorado,80218,292
Alter Brewing Company,micro,2300 Wisconsin Ave Ste 213,Downers Grove,Illinois,60515-2234,-88.015536014,41.809420343,Illinois,60515,296
Altmeyer and Lewis Brewing Company,micro,15898 N Hwy 123,San Marcos,Texas,78666-2418,-97.952473296,29.868931182,Texas,78666,299
Altruist Brewing Company,brewpub,559 Main St Unit 105,Sturbridge,Massachusetts,01518-1208,-72.115974653,42.118869642,Massachusetts,01518,300
Alvarium Beer Company,micro,365 John Downey Dr Ste B,New Britain,Connecticut,06051-2922,-72.770321247,41.666424749,Connecticut,06051,304
Amalgam Brewing,proprietor,6381 Beach St Unit A,Denver,Colorado,80221-2036,-105.019873859,39.788257898,Colorado,80221,306
American Badass Beer,contract,1401 Abbott St Corktown,Detroit,Michigan,48216-1946,-83.074393746,42.328045413,Michigan,48216,312
American Brewing Company,closed,180 W Dayton St Ste 102,Edmonds,Washington,98020-4127,-122.369890525,47.803115004,Washington,98020,314
Americana Brewery,planning,,Fort Lauderdale,Florida,33328-1606,-80.277369012,26.06696354,Florida,33328,319
Anawan Brewing Company,planning,,Dighton,Massachusetts,02764,-71.142693167,41.86334305,Massachusetts,02764,329
Ancient City Brewing Co.,micro,3420 Agricultural Center Dr Ste 8,Saint Augustine,Florida,32092-0690,-81.505742105,29.96915847,Florida,32092,333
Andean Brewing,micro,300 Corporate Dr Ste 2,Blauvelt,New York,10913-1162,-73.960757646,41.064088537,New York,10913,334
Andrews Brewing Co,micro,353 High St,Lincolnville,Maine,04849-5846,-69.033007394,44.331322061,Maine,04849,336
"Angelina Brewing Company, LLC.",planning,,Lufkin,Texas,75904-7550,-94.754244721,31.337770324,Texas,75904,339
Angry Erik Brewing,micro,10 Millpond Dr Unit 8,Lafayette,New Jersey,07848-3825,-74.694218032,41.091190336,New Jersey,07848,341
Angry Fish Brewing Company,micro,106 Fabrister Ln Ste C,Lexington,South Carolina,29072,-81.253315181,33.991346773,South Carolina,29072,342
Angry Troll Brewing / 222 Public House,brewpub,222 E Main St Ste U2,Elkin,North Carolina,28621-3493,-80.838301401,36.287267925,North Carolina,28621,349
Anheuser-Busch Inc â Cartersville,large,100 Busch Dr NE,Cartersville,Georgia,30121-7217,-84.78974395,34.210738608,Georgia,30121,354
Anheuser-Busch Inc â Newark,large,200 US Highway 1,Newark,New Jersey,07114-2298,-74.174481036,40.714809044,New Jersey,07114,360
Ankrolab Brewing Company,planning,,Naples,Florida,34112-6363,-81.748436305,26.122256932,Florida,34112,363
"Antietam Brewery,LLC",micro,140 Western Maryland Pkwy Unit G,Hagerstown,Maryland,21740-5197,-77.733536694,39.63372226,Maryland,21740,365
Anvil Brewing,brewpub,115 S. Compress St,Pittsburg,Texas,75686-1353,-94.970203672,32.992289991,Texas,75686,367
Apex Brewery,planning,,Central Valley,New York,10917-3708,-74.123809851,41.325964511,New York,10917,369
Appalachian Brewing Co - Collegeville,brewpub,50 W Third Ave Collegeville Station 2nd Floor,Collegeville,Pennsylvania,19426-3655,-75.450480416,40.176992404,Pennsylvania,19426,372
Appalachian Brewing Co - Gettysburg Gateway,brewpub,70 Presidential Cir,Gettysburg,Pennsylvania,17325-8399,-77.218238338,39.829491551,Pennsylvania,17325,373
Appalachian Brewing Co - Mechanicsburg,brewpub,6462 Carlisle Pike,Mechanicsburg,Pennsylvania,17050-2384,-77.000214339,40.250839863,Pennsylvania,17050,376
Aquabrew,brewpub,150 S L B J Dr,San Marcos,Texas,78666-5506,-97.952473296,29.868931182,Texas,78666,382
Aquatic Brewing LLC,planning,,Falmouth,Massachusetts,02540-3299,-70.608401758,41.568372093,Massachusetts,02540,383
"Aransas Pass Brewing Company, LLC",planning,,Aransas Pass,Texas,78336-1920,-97.156848857,27.91367968,Texas,78336,385
Arbeiter Brewing Company,planning,,Minneapolis,Minnesota,55418-2325,-93.243478973,45.020879789,Minnesota,55418,386
Arches Brewing,micro,3361 Dogwood Dr,Hapeville,Georgia,30354-1439,-84.393050457,33.665921023,Georgia,30354,394
Archetype Brewing,micro,265 Haywood Rd,Asheville,North Carolina,28806-4545,-82.608628461,35.581634989,North Carolina,28806,395
Arcpoint Brewing Co,micro,,Belchertown,Massachusetts,01007-9305,-72.412311684,42.28385679,Massachusetts,01007,397
"Ardent Spirits, Inc",planning,,Collinsville,Illinois,62234,-89.987654699,38.680167358,Illinois,62234,399
Argilla Brewing Co @ Pietro's Pizza,brewpub,2667 Kirkwood Hwy,Newark,Delaware,19711-7242,-75.742365514,39.69890302,Delaware,19711,400
Arizona Craft Brewing,micro,"473 Elgin Road, Suite BH",Elgin,Arizona,85611,-110.546317007,31.615534686,Arizona,85611,403
Arizona Wilderness Brewing,brewpub,721 N Arizona Ave,Gilbert,Arizona,85233-3405,-111.812372051,33.360091533,Arizona,85233,404
Arkane Aleworks,micro,2480 E Bay Dr #23,Largo,Florida,33771-2467,-82.757249211,27.916416159,Florida,33771,405
Artisan Owl Brewing Company,planning,,Ocean City,New Jersey,08226-4237,-74.592597504,39.266403697,New Jersey,08226,418
Artisanal Brew Works,micro,41 Geyser Rd,Saratoga Springs,New York,12866-9038,-73.768392155,43.076557618,New York,12866,420
Asher Brewing Co,micro,4699 Nautilus Ct S Ste 104,Boulder,Colorado,80301-5306,-105.19820583,40.049959087,Colorado,80301,428
Aslin Beer Company,micro,257 Sunset Park Dr.,Herndon,Virginia,20170,-77.380850487,38.982202428,Virginia,20170,434
Ass Clown Brewing Co,micro,10620 Bailey Rd Ste E,Cornelius,North Carolina,28031-9364,-80.88043646,35.468551668,North Carolina,28031,437
Aston Abbey Brewing Co,micro,340 Turner Industrial Way,Aston,Pennsylvania,19014-3014,-75.563552437,39.887258814,Pennsylvania,19014,439
Astral Brewing,micro,4816 N Shepherd Dr suite a,Houston,Texas,77018,-95.424184626,29.825242492,Texas,77018,441
Astro Lab Brewing,planning,,Silver Spring,Maryland,20910-4519,-77.030087458,38.999837101,Maryland,20910,442
Astronomy Aleworks,planning,,Henderson,Nevada,89011,-114.979937738,36.076504249,Nevada,89011,443
Athletic Brewing Company,planning,,Stratford,Connecticut,06615-7167,-73.135212324,41.177934697,Connecticut,06615,449
Atlantic Beach Brewing Company,micro,725 Atlantic Blvd Suite 3,Atlantic Beach,Florida,32233-3946,-81.408054662,30.337437821,Florida,32233,450
Atlantic Brewing Co,micro,15 Knox Rd,Bar Harbor,Maine,04609-7770,-68.260751753,44.374190167,Maine,04609,451
Atlas Brew Works,micro,2052 W Virginia Ave NE Ste 102,Washington,District of Columbia,20002-1832,-76.989463089,38.903656992,District of Columbia,20002,454
Atrevida Beer Company,micro,204 Mount View Ln Unit 3,Colorado Springs,Colorado,80908,-104.694610356,38.959744651,Colorado,80908,457
Attaboy Beer,micro,400 Sagner Ave Ste 400,Frederick,Maryland,21701-6083,-77.376801764,39.437743707,Maryland,21701,458
Attic Brewing,planning,,Philadelphia,Pennsylvania,19144-3603,-75.172051294,40.034289496,Pennsylvania,19144,459
Auburn Brewing Company,planning,,Auburn,Indiana,46706,-85.052835351,41.327411871,Indiana,46706,466
August Schell Brewing Co,regional,Schells Park/1860 Schell Rd,New Ulm,Minnesota,56073,-94.465584473,44.311735285,Minnesota,56073,469
Aurora Ale & Lager,micro,1891 State Route 90 N,King Ferry,New York,13081-9719,-76.633591496,42.662069655,New York,13081,473
Ausable Brewing Co,micro,765 Mace Chasm Rd,Keeseville,New York,12944-2425,-73.476581329,44.49346418,New York,12944,474
Austin Street Brewery,micro,1 Industrial Way Ste 8,Portland,Maine,04103-1072,-70.288034627,43.690366679,Maine,04103,477
Axe And Arrow Brewery,planning,,Glassboro,New Jersey,08028,-75.1072552,39.712855338,New Jersey,08028,484
B Chord Brewing Company,micro,34266 Williams Gap Rd,Round Hill,Virginia,20141-2100,-77.778003303,39.134940762,Virginia,20141,488
B-52 Brewing,micro,12470 Milroy Ln,Conroe,Texas,77304-5160,-95.500849608,30.33241993,Texas,77304,489
B-CS  Zoigl Brewery,micro,Â 211-C W William Joel Bryan Pkwy,Bryan,Texas,77803-3225,-96.3741074,30.680152507,Texas,77803,490
B.C. Brewery,micro,10950 Gilroy Rd Ste F,Hunt Valley,Maryland,21031-1327,-76.659310827,39.485838896,Maryland,21031,491
B9 Beverages Inc,contract,404 5th Ave # 7.055,New York,New York,10018-2797,-73.990394122,40.75412645,New York,10018,493
Baa Baa Brewhouse,micro,539 FM 359 Rd S,Brookshire,Texas,77423-8013,-95.958800689,29.799519856,Texas,77423,494
Conversations Brewing,closed,,Battle Ground,Washington,98604,-122.54509131,45.782599461,Washington,98604,495
Back Creek Brewing Company,planning,,Annapolis,Maryland,21401-4019,-76.518245918,38.983826354,Maryland,21401,501
Back East Brewing,micro,1296 Blue Hills Ave Ste A,Bloomfield,Connecticut,06002-5312,-72.727245559,41.833110523,Connecticut,06002,502
Back Pew Brewing,micro,26452 Sorters Rd,Porter,Texas,77365-4752,-95.257051556,30.105277461,Texas,77365,505
Backacre Beermakers,micro,,Weston,Vermont,05161,-72.791592251,43.294342233,Vermont,05161,509
Backlash Beer Co,contract,,Boston,Massachusetts,02215,-71.102231062,42.348071873,Massachusetts,02215,511
Backman Brewing Company,planning,,Whitehouse Station,New Jersey,08889-3562,-74.760550221,40.602953156,New Jersey,08889,512
Backroom Brewery,brewpub,150 Ridgemont Rd,Middletown,Virginia,22645-3817,-78.248669206,39.028597863,Virginia,22645,515
Backshore Brewing Co.,brewpub,913 Atlantic Ave,Ocean City,Maryland,21842-6689,-75.074538931,38.381922824,Maryland,21842,516
Backslope Brewing,brewpub,1107 9th St W (Highway 2),Columbia Falls,Montana,59912,-114.185411403,48.375051972,Montana,59912,518
BackStory Brewery,planning,,Sulphur Springs,Texas,75482-2772,-95.600738146,33.128916548,Texas,75482,521
Backward Flag Brewing,micro,699 Challenger Way Ste D5,Forked River,New Jersey,08731-5917,-74.177157175,39.833682246,New Jersey,08731,523
Backyard Barn Winery and Microbrewery,micro,1945 E County Road 462,Wildwood,Florida,34785-8594,-82.031629276,28.842843067,Florida,34785,526
Bad Beat Brewing,micro,7380 Eastgate Rd Ste 110,Henderson,Nevada,89011-4012,-114.979937738,36.076504249,Nevada,89011,528
Bad Dad Brewery,micro,407 W. Washington St. Ste. C,Fairmount,Indiana,46928,-85.637314246,40.409958904,Indiana,46928,531
Bad Habit Brewing Company,micro,15 E Minnesota St Ste 108,Saint Joseph,Minnesota,56374-4691,-94.315347009,45.576489491,Minnesota,56374,532
Bad Idea Brewing,planning,,Spring Hill,Tennessee,37174-2895,-86.896754588,35.743959477,Tennessee,37174,533
Badger Hill Brewing,micro,4571 Valley Industrial Blvd S Ste 500,Shakopee,Minnesota,55379-1846,-93.495585305,44.779407662,Minnesota,55379,543
BadWolf Brewing Company,micro,8420 Kao Cir,Manassas,Virginia,20110-1728,-77.475756085,38.756789968,Virginia,20110,547
Baere Brewing Company,micro,"320 Broadway, Unit E",Denver,Colorado,80203-3955,-104.983315967,39.730809092,Colorado,80203,549
"Bag and Kettle, The",brewpub,9000 Main St Apt 21,Carrabassett Valley,Maine,04947-6808,-70.262186107,45.044177378,Maine,04947,552
Baithouse Brewery,planning,,Sandusky,Ohio,44870,-82.71029758,41.436161366,Ohio,44870,557
Bald Man Brewing Company,micro,2020 Silver Bell Rd Ste 25,Eagan,Minnesota,55122-1030,-93.194122232,44.801789675,Minnesota,55122,560
Ballast Point Brewing Company,planning,,Chicago,Illinois,60607,-87.652333102,41.877401094,Illinois,60607,570
Baltimore Washington Beer Works,contract,2500 Grays Rd,Dundalk,Maryland,21222,-76.50251519,39.264547375,Maryland,21222,575
Banded Brewing Company,micro,32 Main St. Bldg 13-W Ste 102,Biddeford,Maine,04005-5145,-70.462385263,43.482444207,Maine,04005,579
"Bandera Ale Project, LLC",micro,3540 State Highway 16 S Ste 2A,Bandera,Texas,78003-3561,-99.064201378,29.726655217,Texas,78003,581
Bandit Brewing Co,micro,610 N 1st St Ste 5-228,Hamilton,Montana,59840-2149,-114.146363562,46.235739641,Montana,59840,582
Bang Brewing,micro,2320 Capp Rd,Saint Paul,Minnesota,55114-1251,-93.195754872,44.964963851,Minnesota,55114,585
Banger Brewing Co,micro,450 Fremont St Ste 135,Las Vegas,Nevada,89101-5649,-115.138884638,36.167317991,Nevada,89101,587
Bangin' Banjo Brewing Company,micro,3200 NW 23rd Ave Ste 500,Pompano Beach,Florida,33069-5909,-80.156449021,26.233460177,Florida,33069,588
Bangor Beer Co.,brewpub,330 Bangor Mall Blvd,Bangor,Maine,04401-3644,-68.802317056,44.821079336,Maine,04401,589
Bangor Trust Brewing,brewpub,15 Broadway,Bangor,Pennsylvania,18013-2601,-75.189187972,40.860387095,Pennsylvania,18013,590
Banjo Brewing,planning,,Fayetteville,West Virginia,25840,-81.10367556,38.048982614,West Virginia,25840,591
"Bard's Brewery, LLC",proprietor,,Lees Summit,Missouri,64063-0905,-94.356180212,38.912408471,Missouri,64063,601
Bare Hands Brewery,micro,12804 Sandy Ct,Granger,Indiana,46530-4309,-86.149473585,41.741049285,Indiana,46530,607
Barking Duck Brewing Company,micro,4400 Morris Park Dr Ste R,Mint Hill,North Carolina,28227-9269,-80.676246709,35.190376074,North Carolina,28227,614
Barley Boys Brewery,planning,,Omaha,Nebraska,68144-1922,-96.125457923,41.234621132,Nebraska,68144,616
Barley Head Brewery,micro,12 Water St 1A,Mystic,Connecticut,06355,-71.985087595,41.365749524,Connecticut,06355,621
Barley Island Brewing Co,brewpub,639 E Conner St,Noblesville,Indiana,46060-2532,-85.976017468,40.036383254,Indiana,46060,622
Barley Johns Brewpub,brewpub,1280 Madison Ave,New Richmond,Wisconsin,54017-2236,-92.526623795,45.122079266,Wisconsin,54017,624
Barley Naked Brewing Company,planning,,Stafford,Virginia,22554,-77.408716353,38.444390539,Virginia,22554,625
Barley's Casino and Brewing Co,brewpub,4500 E Sunset Rd Ste 30,Henderson,Nevada,89014-2253,-115.048054273,36.062095502,Nevada,89014,628
Barnett and Son Brewing Company,micro,18425 Pony Express Dr Unit 125,Parker,Colorado,80134-9605,-104.763157187,39.497117559,Colorado,80134,636
Barnhouse Brewery,brewpub,43271 Spinks Ferry Rd,Leesburg,Virginia,20176-5629,-77.51703899,39.102399165,Virginia,20176,637
Barnstar Brewing,micro,4050 North Tonto Road (Forest Service Rd.102),Skull Valley,Arizona,86338,-112.687856,34.488892,Arizona,86338,640
Barrage Brewing Co,micro,32 Allen Blvd Ste E,Farmingdale,New York,11735-5625,-73.443287983,40.7254134,New York,11735,641
Barrel Assembly,planning,,Austin,Texas,78751-3019,-97.723825961,30.310431088,Texas,78751,644
Barrel House Z,micro,95 Woodrock Rd,Weymouth,Massachusetts,02189-2335,-70.926274029,42.204815908,Massachusetts,02189,650
Barrel Oak Farm Taphouse,micro,3623 Grove Ln,Delaplane,Virginia,20144-2226,-77.931479969,38.910307512,Virginia,20144,652
Barrel of Monks Brewing,micro,1141 S Rogers Cir Ste 5,Boca Raton,Florida,33487-2789,-80.08764181,26.408038233,Florida,33487,653
Barrier Brewing Co,micro,3001 New St Ste A2,Oceanside,New York,11572-2747,-73.638303312,40.635481502,New York,11572,658
Barrington Brewery and Restaurant,brewpub,420 Stockbridge Rd Ste 4,Great Barrington,Massachusetts,01230-9512,-73.358075888,42.199212811,Massachusetts,01230,659
Basic City Beer Co. (Southside RVA),micro,212 W 6th St,Richmond,Virginia,23224,-77.47225526,37.495958194,Virginia,23224,668
Bastet Brewing,planning,,Tampa,Florida,33613-1254,-82.447110177,28.072299596,Florida,33613,671
Batch Craft Beer and Kolaches,planning,,Austin,Texas,78723,-97.691987337,30.301328648,Texas,78723,675
Battery Steele Brewing,micro,1 Industrial Way Ste 12,Portland,Maine,04103-1072,-70.288034627,43.690366679,Maine,04103,679
Battle BornÂ® Beer,contract,100 N Arlington Ave Ste 100,Reno,Nevada,89501-1233,-119.813665182,39.525005622,Nevada,89501,680
Battlefield Brew Works,brewpub,248 Hunterstown Rd,Gettysburg,Pennsylvania,17325-7840,-77.218238338,39.829491551,Pennsylvania,17325,683
Battlefield Brewing Co,brewpub,4187 Plank Rd,Fredericksburg,Virginia,22407-4896,-77.548581781,38.262408318,Virginia,22407,684
BattleHops Brewing,planning,,Katy,Texas,77494,-95.798367365,29.746501837,Texas,77494,685
Bay Brewing Company,planning,,Miami,Florida,33130-3488,-80.205261567,25.767955507,Florida,33130,692
Bay State Beer Company,micro,,Sturbridge,Massachusetts,01566-1568,-72.088318362,42.116253619,Massachusetts,01566,695
Bayonet Cider Company,planning,,Pittsburgh,Pennsylvania,15206-5111,-79.917612654,40.469104728,Pennsylvania,15206,697
Bayou Teche Brewing,micro,1094 Bushville Hwy,Arnaudville,Louisiana,70512-3526,-91.942864404,30.415833034,Louisiana,70512,698
BBGB Brewery And Hop Farm,brewpub,2000 Orchard Rd,North Aurora,Illinois,60542-1674,-88.331899439,41.807899241,Illinois,60542,699
BeachFly Brewing Company,planning,,Indian Harbour Beach,Florida,32937,-80.597843182,28.169939405,Florida,32937,705
Beale St Brewing Co,planning,,Memphis,Tennessee,38104-6826,-90.001566072,35.131543524,Tennessee,38104,710
Bear and Bramble Brewing Company,micro,10 Payson Ave # 1,Easthampton,Massachusetts,01027-2207,-72.734012711,42.302961856,Massachusetts,01027,712
